CRN,latitude,longitude,year,month,hour,day,weather,road_cond,light_cond,severity
2024046859,41.050578,-76.009493,2024,5,,4,3.0,1,,0
2024046860,40.158667,-75.297324,2024,5,,4,3.0,1,,0
2024046875,40.767738,-79.613762,2024,5,,6,3.0,1,,0
2024046879,40.128201,-79.557236,2024,5,,6,3.0,1,,3
2024046880,40.094889,-79.202747,2024,5,,7,3.0,1,,0
2024046881,40.132904,-80.369691,2024,5,,7,3.0,1,,0
2024046890,40.577749,-79.785937,2024,5,,1,4.0,1,,0
2024046894,41.055855,-76.648015,2024,5,,2,3.0,1,,0
2024046896,40.600844,-77.415245,2024,5,,3,3.0,1,,0
2024047054,39.953386,-79.78516,2024,5,,2,3.0,1,,0
2024047063,41.028679,-75.308604,2024,5,,7,3.0,1,,0
2024047070,42.149449,-79.857381,2024,5,,1,3.0,1,,0
2024047077,40.762061,-80.363507,2024,5,,3,3.0,1,,3
2024047084,40.807368,-79.559664,2024,5,,4,3.0,1,,0
2024047087,41.0647,-75.362987,2024,5,,5,7.0,9,,0
2024047103,41.185172,-76.702074,2024,5,,7,3.0,1,,2
2024047118,41.149693,-75.408648,2024,5,,2,3.0,1,,0
2024047119,41.206255,-76.614016,2024,5,,3,3.0,1,,0
2024047121,41.533811,-75.526823,2024,5,,3,3.0,1,,0
2024047134,40.333337,-79.984161,2024,5,,4,4.0,1,,0
2024047189,40.427422,-79.693709,2024,5,,5,3.0,1,,0
2024047243,39.809167,-77.1947,2024,5,,6,3.0,1,,0
2024047252,41.200578,-80.044092,2024,5,,7,3.0,1,,3
2024047254,39.752992,-79.35504,2024,5,,1,3.0,1,,0
2024047260,40.328017,-80.461704,2024,5,,2,3.0,1,,3
2024047402,42.111678,-80.118528,2024,5,,5,3.0,1,,0
2024047468,42.125231,-79.786587,2024,5,,1,3.0,1,,0
2024047474,40.200647,-77.385821,2024,5,,3,3.0,1,,0
2024047479,40.291297,-79.553628,2024,5,,4,3.0,1,,0
2024047548,39.81543,-75.707233,2024,5,,4,3.0,1,,0
2024047556,40.09501,-76.393801,2024,5,,4,3.0,1,,3
2024047575,41.014545,-75.48171,2024,5,,1,3.0,1,,0
2024047585,40.244129,-76.038236,2024,5,,5,3.0,1,,0
2024047615,40.603487,-77.481543,2024,5,,6,7.0,9,,0
2024047631,40.348635,-77.202974,2024,5,,4,3.0,1,,0
2024047641,40.039514,-80.180162,2024,5,,4,3.0,1,,0
2024047643,40.465299,-78.409215,2024,5,,5,3.0,1,,0
2024047693,40.647543,-80.501696,2024,5,,6,3.0,1,,0
2024047774,40.727243,-76.32501,2024,5,,3,3.0,1,,0
2024047781,39.893428,-75.557023,2024,5,,5,3.0,1,,0
2024047788,40.281322,-79.930598,2024,5,,3,3.0,1,,3
2024047789,40.554961,-76.207313,2024,5,,4,3.0,1,,0
2024047794,41.857074,-79.504679,2024,5,,5,3.0,1,,0
2024047798,41.205646,-80.160702,2024,5,,5,3.0,1,,0
2024047915,41.073003,-75.407106,2024,5,,2,3.0,1,,0
2024047924,40.602859,-79.20768,2024,5,,4,3.0,1,,0
2024047926,41.745137,-79.766724,2024,5,,4,7.0,9,,0
2024047933,40.802369,-79.247928,2024,5,,3,3.0,1,,3
2024047936,40.313001,-76.829554,2024,5,,4,3.0,1,,3
2024048048,39.850917,-75.746751,2024,4,,3,3.0,1,,0
2024048054,40.793741,-79.509561,2024,5,,1,3.0,1,,4
2024048068,40.112394,-79.388657,2024,5,,5,4.0,1,,0
2024048086,40.227098,-79.595019,2024,5,,5,3.0,1,,0
2024048094,40.53109,-79.956728,2024,6,,7,3.0,1,,0
2024048119,41.985693,-77.146363,2024,6,,7,,1,,0
2024048141,41.186383,-75.437218,2024,5,,4,7.0,9,,0
2024048149,41.860808,-80.177035,2024,5,,1,3.0,1,,0
2024048209,40.191962,-80.13416,2024,6,,7,3.0,1,,0
2024048218,41.060586,-76.493425,2024,6,,1,3.0,1,,0
2024048220,40.667316,-79.933609,2024,5,,6,3.0,1,,8
2024048224,40.962237,-80.299474,2024,6,,7,3.0,1,,0
2024048283,40.604365,-77.395847,2024,5,,5,3.0,1,,0
2024048284,41.372213,-76.525521,2024,5,,5,3.0,1,,0
2024048285,40.911916,-75.842974,2024,5,,6,3.0,1,,4
2024048291,41.304513,-80.158161,2024,6,,1,7.0,9,,0
2024048292,41.306253,-80.158284,2024,6,,1,7.0,9,,0
2024048293,41.089608,-75.739358,2024,6,,1,3.0,1,,0
2024048308,40.172274,-76.992308,2024,5,,6,3.0,1,,0
2024048309,40.327377,-75.979271,2024,5,,4,3.0,1,,0
2024048333,40.736119,-75.345771,2024,6,,7,3.0,1,,0
2024048340,41.301576,-77.068704,2024,6,,1,3.0,1,,0
2024048342,41.402709,-80.345906,2024,6,,1,3.0,1,,0
2024048402,41.804035,-77.296909,2024,5,,5,3.0,1,,0
2024048407,41.368336,-78.828942,2024,5,,6,3.0,1,,3
2024048409,40.509874,-76.123308,2024,5,,6,3.0,1,,0
2024048421,41.830888,-79.393792,2024,6,,7,3.0,1,,0
2024048422,40.000928,-79.029899,2024,6,,1,4.0,1,,0
2024048452,40.979141,-80.302082,2024,5,,4,7.0,9,,0
2024048511,41.470416,-80.364981,2024,6,,1,3.0,1,,0
2024048606,40.917009,-75.099768,2024,5,,5,3.0,1,,0
2024048612,40.380557,-80.097515,2024,5,,7,3.0,9,,0
2024048626,40.469022,-76.324596,2024,5,,1,3.0,1,,0
2024048670,40.304414,-76.958601,2024,6,,1,3.0,1,,0
2024048671,40.069913,-76.758101,2024,6,,1,3.0,1,,0
2024048675,41.21415,-75.676292,2024,6,,1,3.0,1,,0
2024048676,41.299109,-75.764911,2024,6,,1,3.0,1,,0
2024048678,40.551624,-77.307547,2024,6,,2,3.0,1,,0
2024048840,40.836613,-77.008896,2024,6,,1,3.0,1,,0
2024048843,41.246131,-76.834311,2024,6,,1,3.0,1,,0
2024048844,40.116314,-80.45032,2024,6,,2,3.0,1,,4
2024048846,41.050702,-75.975626,2024,6,,2,3.0,1,,3
2024048896,41.952305,-78.605253,2024,6,,3,3.0,1,,0
2024049033,40.305237,-76.956156,2024,5,,1,3.0,9,,3
2024049053,40.044606,-78.741232,2024,5,,4,3.0,1,,0
2024049054,41.164793,-75.421831,2024,5,,5,3.0,1,,0
2024049057,39.902798,-78.597116,2024,5,,6,3.0,1,,0
2024049061,40.412232,-80.476096,2024,5,,1,3.0,1,,0
2024049081,41.181901,-80.501379,2024,6,,7,3.0,1,,0
2024049084,40.229695,-76.435581,2024,6,,1,3.0,1,,0
2024049091,40.214859,-76.77927,2024,6,,1,3.0,1,,0
2024049094,40.610694,-77.442189,2024,6,,2,3.0,1,,0
2024049096,41.134146,-80.153232,2024,6,,2,4.0,1,,0
2024049110,40.195872,-74.808671,2024,5,,2,4.0,9,,0
2024049239,40.432742,-80.319978,2024,5,,7,3.0,1,,0
2024049240,39.739193,-77.725494,2024,5,,3,3.0,1,,3
2024049248,40.721142,-79.675295,2024,5,,3,3.0,1,,0
2024049252,40.617989,-76.432112,2024,5,,1,3.0,1,,3
2024049256,39.891959,-77.534494,2024,5,,3,3.0,1,,0
2024049259,40.728781,-76.838987,2024,5,,3,3.0,1,,3
2024049263,41.753714,-79.076725,2024,5,,3,3.0,1,,0
2024049275,41.220984,-76.071208,2024,5,,6,3.0,1,,8
2024049280,41.007935,-80.391553,2024,6,,7,3.0,1,,0
2024049288,40.053466,-79.907139,2024,6,,2,3.0,1,,0
2024049291,41.138038,-75.962658,2024,6,,3,3.0,1,,0
2024049344,39.953249,-75.581222,2024,6,,7,3.0,1,,8
2024049424,40.24063,-77.854654,2024,5,,3,3.0,1,,0
2024049432,39.95523,-75.696282,2024,5,,6,3.0,1,,8
2024049460,41.786709,-77.141331,2024,5,,1,3.0,1,,4
2024049468,42.120469,-79.967493,2024,5,,4,3.0,1,,0
2024049482,40.570346,-79.857728,2024,5,,6,3.0,1,,0
2024049485,40.876111,-80.367233,2024,5,,6,3.0,1,,0
2024049491,41.230849,-79.577611,2024,6,,7,3.0,1,,8
2024049494,40.129004,-75.450328,2024,6,,7,3.0,1,,0
2024049496,40.838667,-80.380333,2024,6,,1,3.0,1,,0
2024049497,40.799328,-80.294017,2024,6,,1,3.0,1,,0
2024049498,41.615875,-80.171503,2024,6,,1,7.0,9,,0
2024049501,40.972883,-80.40045,2024,6,,1,3.0,1,,0
2024049502,40.157991,-77.70432,2024,6,,2,3.0,1,,0
2024049507,41.558446,-75.835214,2024,6,,2,4.0,1,,0
2024049511,39.745099,-76.661566,2024,6,,3,3.0,1,,3
2024049520,40.403326,-76.047391,2024,6,,4,3.0,1,,0
2024049605,40.283234,-78.795301,2024,6,,4,4.0,1,,0
2024049639,40.598285,-76.392634,2024,5,,6,3.0,1,,0
2024049650,40.748888,-75.633554,2024,6,,3,3.0,1,,0
2024049653,40.422913,-76.478556,2024,6,,3,3.0,1,,0
2024049706,40.542489,-77.618819,2024,6,,5,7.0,9,,8
2024049709,40.657536,-79.962281,2024,6,,5,4.0,1,,3
2024049718,40.023633,-75.61037,2024,6,,4,7.0,9,,0
2024049741,40.213042,-78.961088,2024,5,,6,3.0,1,,0
2024049846,40.096633,-79.907866,2024,6,,3,3.0,1,,0
2024049849,40.448645,-79.192124,2024,6,,3,3.0,1,,0
2024049850,41.985792,-80.283868,2024,6,,4,3.0,1,,0
2024049964,39.940187,-77.141556,2024,5,,7,3.0,1,,0
2024049967,41.352879,-75.349683,2024,5,,1,3.0,1,,3
2024049977,41.845532,-77.097566,2024,6,,1,3.0,1,,0
2024049983,40.532721,-77.138889,2024,6,,3,3.0,1,,0
2024049984,40.493841,-77.100315,2024,6,,3,3.0,1,,0
2024050103,40.29944,-79.816592,2024,6,,6,3.0,1,,0
2024050111,41.647184,-80.203467,2024,4,,2,3.0,1,,0
2024050118,40.219088,-76.787776,2024,5,,4,3.0,1,,0
2024050156,40.176623,-78.612814,2024,6,,2,3.0,1,,0
2024050162,39.834487,-76.686046,2024,6,,3,3.0,1,,0
2024050168,41.13884,-79.146341,2024,6,,4,3.0,9,,0
2024050176,39.818201,-78.659991,2024,6,,5,3.0,1,,3
2024050224,41.165866,-75.395052,2024,5,,4,3.0,1,,0
2024050235,40.699009,-79.948225,2024,6,,6,3.0,1,,0
2024050273,40.146774,-75.152434,2024,6,,1,3.0,1,,0
2024050383,40.326776,-76.044684,2024,6,,3,3.0,1,,0
2024050648,40.212804,-79.64691,2024,5,,4,3.0,1,,0
2024050656,40.960607,-75.281859,2024,5,,7,3.0,1,,0
2024050657,39.899624,-79.772394,2024,5,,7,3.0,1,,0
2024050661,39.984739,-76.039991,2024,5,,2,3.0,1,,0
2024050676,41.479014,-80.166672,2024,5,,7,3.0,1,,0
2024050687,41.188581,-79.229175,2024,5,,4,7.0,9,,0
2024050688,40.271448,-77.036728,2024,5,,4,3.0,1,,0
2024050703,41.022797,-78.357324,2024,6,,1,3.0,1,,0
2024050706,41.061047,-78.44991,2024,6,,2,3.0,1,,0
2024050708,40.922424,-78.521511,2024,6,,2,3.0,1,,3
2024050713,40.194049,-76.637093,2024,6,,3,3.0,1,,0
2024050722,40.459226,-79.758897,2024,6,,5,3.0,1,,0
2024050742,40.663716,-75.382365,2024,6,,6,3.0,1,,0
2024050743,41.844455,-80.028671,2024,6,,6,3.0,1,,0
2024050761,41.059539,-76.891791,2024,6,,7,3.0,1,,0
2024050767,40.201903,-79.332516,2024,6,,7,3.0,1,,1
2024050769,40.973002,-75.628512,2024,6,,7,3.0,1,,0
2024050775,41.620711,-80.17969,2024,6,,7,3.0,1,,0
2024050776,40.46393,-76.749269,2024,6,,7,3.0,1,,0
2024050777,40.967047,-75.629875,2024,6,,1,3.0,1,,0
2024050808,40.97718,-80.372877,2024,5,,1,3.0,1,,8
2024050831,40.319945,-78.826601,2024,6,,2,3.0,1,,3
2024050877,40.486028,-79.653417,2024,6,,1,3.0,1,,3
2024050910,40.991386,-76.475697,2024,6,,1,3.0,1,,0
2024050911,41.014208,-76.467466,2024,6,,2,3.0,1,,3
2024050930,40.52813,-75.778251,2024,6,,7,3.0,1,,3
2024050990,40.017058,-76.585317,2024,6,,2,3.0,1,,0
2024051073,40.943673,-78.37599,2024,5,,3,3.0,1,,0
2024051078,40.717971,-75.287566,2024,5,,3,3.0,1,,3
2024051080,40.354332,-78.538878,2024,5,,4,3.0,1,,0
2024051098,40.127913,-76.79287,2024,6,,7,3.0,1,,3
2024051141,41.780984,-76.457883,2024,6,,5,3.0,1,,0
2024051145,39.806387,-77.195568,2024,6,,5,3.0,1,,0
2024051152,40.892881,-79.937028,2024,6,,6,3.0,1,,3
2024051159,41.436965,-75.949976,2024,6,,6,3.0,1,,0
2024051175,40.751903,-79.654892,2024,6,,7,3.0,1,,0
2024051176,40.993299,-78.254874,2024,6,,7,3.0,1,,0
2024051192,40.457286,-79.757471,2024,6,,7,3.0,1,,0
2024051197,40.817711,-78.224978,2024,6,,1,3.0,1,,2
2024051264,40.20612,-76.148998,2024,6,,7,3.0,1,,0
2024051323,41.351939,-74.97308,2024,5,,5,3.0,1,,0
2024051330,40.417433,-80.056177,2024,5,,6,3.0,1,,0
2024051340,41.261014,-80.16563,2024,5,,3,3.0,1,,0
2024051352,41.130578,-75.962108,2024,6,,7,3.0,1,,0
2024051356,41.252196,-74.947567,2024,6,,7,3.0,1,,3
2024051365,40.933573,-77.041668,2024,6,,3,3.0,1,,3
2024051368,41.04822,-76.871596,2024,6,,4,3.0,1,,3
2024051372,41.336419,-74.862545,2024,6,,5,4.0,1,,4
2024051382,40.356027,-80.210775,2024,6,,7,3.0,1,,0
2024051394,41.558839,-75.490611,2024,6,,2,3.0,1,,0
2024051402,41.08046,-76.822274,2024,6,,3,3.0,1,,0
2024051418,40.336719,-75.800481,2024,6,,1,3.0,1,,0
2024051429,42.08468,-80.182108,2024,6,,3,3.0,1,,0
2024051498,40.339686,-76.562797,2024,6,,4,3.0,1,,0
2024051525,40.285076,-75.36315,2024,6,,3,3.0,1,,0
2024051540,41.253315,-79.93753,2024,6,,6,3.0,1,,0
2024051544,41.257101,-79.933947,2024,6,,1,3.0,9,,0
2024051545,41.172533,-79.284717,2024,6,,2,3.0,1,,0
2024051546,40.360256,-79.574128,2024,6,,2,3.0,1,,0
2024051547,41.124675,-75.961671,2024,6,,2,3.0,1,,0
2024051548,40.228644,-76.117023,2024,6,,2,3.0,1,,0
2024051588,40.403361,-76.025355,2024,5,,4,3.0,1,,0
2024051606,41.07439,-75.444455,2024,5,,6,3.0,1,,3
2024051642,40.791809,-75.283668,2024,6,,4,3.0,1,,8
2024051650,40.253188,-76.406948,2024,6,,4,3.0,1,,8
2024051668,40.602859,-79.677029,2024,6,,7,3.0,1,,0
2024051698,41.981654,-80.177112,2024,6,,3,3.0,1,,0
2024051706,41.486898,-80.104543,2024,6,,4,3.0,1,,3
2024051717,40.999229,-77.608494,2024,6,,7,3.0,1,,0
2024051723,40.958211,-80.136683,2024,6,,2,3.0,1,,0
2024051725,41.09289,-80.002194,2024,6,,3,3.0,1,,0
2024051730,41.168184,-77.512161,2024,6,,3,3.0,1,,0
2024051732,41.129594,-75.962035,2024,6,,3,3.0,1,,0
2024051818,40.777472,-77.895194,2024,6,,4,3.0,1,,0
2024051864,40.127868,-74.951551,2024,6,,7,3.0,1,,0
2024051866,41.70555,-77.312873,2024,6,,2,3.0,1,,3
2024051871,41.757675,-77.270341,2024,6,,3,3.0,1,,3
2024051955,40.111652,-76.443616,2024,5,,5,3.0,1,,0
2024051957,40.130151,-76.494832,2024,6,,6,3.0,1,,0
2024051958,40.110159,-76.440053,2024,6,,7,3.0,1,,0
2024052017,40.254171,-75.208696,2024,5,,7,3.0,1,,0
2024052038,40.407098,-75.55342,2024,5,,1,3.0,1,,8
2024052039,41.345384,-75.56082,2024,5,,2,3.0,1,,4
2024052060,41.056989,-75.763422,2024,6,,7,3.0,1,,0
2024052068,40.490889,-79.878317,2024,6,,2,3.0,1,,0
2024052069,42.152852,-79.886517,2024,6,,3,3.0,1,,0
2024052073,41.108109,-75.397797,2024,6,,4,3.0,1,,3
2024052075,41.287866,-76.316151,2024,6,,5,3.0,1,,3
2024052080,40.160163,-75.641473,2024,6,,7,3.0,1,,0
2024052150,40.145917,-76.878665,2024,5,,5,3.0,1,,0
2024052197,39.918869,-79.715496,2024,6,,6,3.0,1,,0
2024052206,40.657261,-76.396816,2024,6,,5,3.0,1,,0
2024052211,40.647726,-80.102091,2024,6,,3,3.0,1,,0
2024052273,39.777176,-76.908075,2024,6,,6,3.0,1,,0
2024052305,41.063632,-76.207999,2024,6,,3,3.0,1,,0
2024052343,41.640449,-75.938732,2024,5,,7,3.0,1,,0
2024052355,40.285141,-75.506937,2024,5,,6,3.0,1,,0
2024052488,40.642068,-80.320457,2024,5,,6,3.0,1,,0
2024052491,40.641884,-80.3204,2024,5,,2,3.0,1,,0
2024052501,39.886012,-80.039391,2024,6,,4,3.0,1,,0
2024052511,40.131168,-80.351299,2024,6,,7,3.0,1,,0
2024052513,40.376101,-80.267838,2024,6,,7,3.0,1,,0
2024052514,40.180882,-79.977208,2024,6,,7,3.0,1,,3
2024052557,41.421273,-78.588444,2024,6,,6,3.0,1,,0
2024052623,39.811472,-79.574616,2024,6,,2,3.0,1,,0
2024052640,40.28529,-78.447321,2024,6,,2,3.0,1,,0
2024052643,40.461052,-78.364281,2024,6,,3,3.0,1,,0
2024052646,40.001514,-78.691486,2024,6,,5,3.0,1,,0
2024052648,41.047762,-80.27044,2024,6,,5,3.0,1,,0
2024052686,39.952301,-79.875254,2024,6,,7,3.0,1,,8
2024052688,41.985669,-78.623638,2024,6,,1,3.0,1,,0
2024052695,40.261453,-75.149688,2024,6,,7,3.0,1,,0
2024052724,41.117259,-78.917068,2024,5,,6,3.0,1,,0
2024052731,41.152058,-78.885495,2024,6,,2,3.0,1,,0
2024052782,40.297757,-75.145098,2024,6,,6,3.0,1,,0
2024052813,40.295762,-80.2684,2024,6,,7,3.0,1,,8
2024052817,40.470302,-79.590504,2024,6,,5,3.0,1,,0
2024052827,41.308188,-76.008005,2024,6,,4,3.0,1,,0
2024052829,42.001803,-80.246606,2024,5,,7,3.0,1,,0
2024052838,40.750169,-78.122869,2024,6,,1,4.0,1,,0
2024052845,40.040774,-75.251185,2024,6,,6,3.0,1,,0
2024052854,40.816921,-77.909113,2024,6,,7,3.0,1,,3
2024052855,40.847175,-79.741168,2024,6,,7,3.0,1,,0
2024052856,40.150068,-75.842268,2024,6,,1,3.0,1,,0
2024052870,40.516663,-78.364425,2024,6,,6,3.0,1,,0
2024052882,40.244391,-78.898662,2024,6,,7,3.0,1,,3
2024052901,40.012792,-76.730876,2024,5,,6,3.0,1,,4
2024052902,40.257528,-75.542003,2024,6,,1,3.0,1,,3
2024052934,40.236067,-79.982136,2024,6,,3,3.0,1,,0
2024052936,40.185107,-79.985083,2024,6,,4,3.0,1,,0
2024052944,41.049577,-77.444909,2024,6,,5,3.0,1,,0
2024052945,42.162824,-79.869365,2024,6,,5,3.0,1,,0
2024052946,40.755106,-75.922428,2024,6,,5,3.0,1,,0
2024052947,40.287074,-80.168737,2024,6,,5,3.0,1,,0
